scientificName,verbatimScientificName,acceptedNameUsage,taxonID,aphiaID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,majorgroup,acceptedNameUsageID
Amphicaryon acaule,Amphicaryon acaule,"Amphicaryon acaule Chun, 1888",5008,135454,"Chun, 1888",220,Species,135370,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Amphicaryon,Amphicaryon acaule,Siphonophore,urn:lsid:marinespecies.org:taxname:135454
Amphicaryon ernesti,Amphicaryon ernesti,"Amphicaryon ernesti Totton, 1954",5009,135455,"Totton, 1954",220,Species,135370,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Amphicaryon,Amphicaryon ernesti,Siphonophore,urn:lsid:marinespecies.org:taxname:135455
Amphicaryon peltifera,Amphicaryon peltifera,"Amphicaryon peltifera (Haeckel, 1888)",5010,135456,"(Haeckel, 1888)",220,Species,135370,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Amphicaryon,Amphicaryon peltifera,Siphonophore,urn:lsid:marinespecies.org:taxname:135456
Amphicaryoninae,Amphicaryoninae,"Amphicaryoninae Chun, 1888",5011,151529,"Chun, 1888",150,Subfamily,135340,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:151529
Apolemia,Apolemia,"Apolemia Eschscholtz, 1829",5012,135393,"Eschscholtz, 1829",180,Genus,135345,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135393
Apolemia contorta,Apolemia contorta,"Apolemia contorta (Margulis, 1976)",5013,746147,"(Margulis, 1976)",220,Species,135393,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia contorta,Siphonophore,urn:lsid:marinespecies.org:taxname:746147
Apolemia uvaria,Apolemia uvaria,"Apolemia uvaria (Lesueur, 1815)",5014,135497,"(Lesueur, 1815)",220,Species,135393,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia uvaria,Siphonophore,urn:lsid:marinespecies.org:taxname:135497
Apolemia vitiazi,Ramosia vitiazi,"Apolemia vitiazi (Stepanjants, 1967)",5015,387262,"(Stepanjants, 1967)",220,Species,267799,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia vitiazi,Siphonophore,urn:lsid:marinespecies.org:taxname:387262
Apolemiidae,Apolemiidae,"Apolemiidae Huxley, 1859",5016,135345,"Huxley, 1859",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135345
Athorybia,Athorybia,"Athorybia Eschscholtz, 1829",5017,135394,"Eschscholtz, 1829",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Athorybia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135394
Athorybia rosacea,Athorybia rosacea,"Athorybia rosacea (Forsskål, 1775)",5018,135498,"(Forsskål, 1775)",220,Species,135394,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Athorybia,Athorybia rosacea,Siphonophore,urn:lsid:marinespecies.org:taxname:135498
Bargmannia,Bargmannia,"Bargmannia Totton, 1954",5019,135398,"Totton, 1954",180,Genus,135349,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Bargmannia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135398
Bargmannia elongata,Bargmannia elongata,"Bargmannia elongata Totton, 1954",5020,135506,"Totton, 1954",220,Species,135398,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Bargmannia,Bargmannia elongata,Siphonophore,urn:lsid:marinespecies.org:taxname:135506
Bargmannia lata,Bargmannia lata,"Bargmannia lata Mapstone, 1998",5021,135507,"Mapstone, 1998",220,Species,135398,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Bargmannia,Bargmannia lata,Siphonophore,urn:lsid:marinespecies.org:taxname:135507
Bassia,Bassia,"Bassia L. Agassiz, 1862",5022,135353,"L. Agassiz, 1862",180,Genus,709061,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Bassia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135353
Bassia bassensis,Bassia bassensis,"Bassia bassensis (Quoy & Gaimard, 1833)",5023,135404,"(Quoy & Gaimard, 1833)",220,Species,135353,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Bassia,Bassia bassensis,Siphonophore,urn:lsid:marinespecies.org:taxname:135404
Bathyphysa,Bathyphysa,"Bathyphysa Studer, 1878",5024,135383,"Studer, 1878",180,Genus,135343,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,Bathyphysa,,Siphonophore,urn:lsid:marinespecies.org:taxname:135383
Calycophorae,Calycophorae,"Calycophorae Leuckart, 1854",5025,135333,"Leuckart, 1854",110,Suborder,1371,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135333
Ceratocymba,Ceratocymba,"Ceratocymba Chun, 1888",5026,135354,"Chun, 1888",180,Genus,709060,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,,Siphonophore,urn:lsid:marinespecies.org:taxname:135354
Ceratocymba dentata,Ceratocymba dentata,"Ceratocymba dentata (Bigelow, 1918)",5027,135405,"(Bigelow, 1918)",220,Species,135354,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,Ceratocymba dentata,Siphonophore,urn:lsid:marinespecies.org:taxname:135405
Ceratocymba leuckartii,Abyla leuckarti,"Ceratocymba leuckartii (Huxley, 1859)",5028,287240,"(Huxley, 1859)",220,Species,135354,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,Ceratocymba leuckartii,Siphonophore,urn:lsid:marinespecies.org:taxname:287240
Ceratocymba leuckartii,Ceratocymba leuckarti,"Ceratocymba leuckartii (Huxley, 1859)",5028,287240,"(Huxley, 1859)",220,Species,135354,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,Ceratocymba leuckartii,Siphonophore,urn:lsid:marinespecies.org:taxname:287240
Ceratocymba sagittata,Caratocymba sagittata,"Ceratocymba sagittata (Quoy & Gaimard, 1827)",5029,135406,"(Quoy & Gaimard, 1827)",220,Species,135354,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,Ceratocymba sagittata,Siphonophore,urn:lsid:marinespecies.org:taxname:135406
Ceratocymba sagittata,Ceratocymba sagittata,"Ceratocymba sagittata (Quoy & Gaimard, 1827)",5029,135406,"(Quoy & Gaimard, 1827)",220,Species,135354,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,Ceratocymba sagittata,Siphonophore,urn:lsid:marinespecies.org:taxname:135406
Chelophyes,Chelophyes,"Chelophyes Totton, 1932",5030,135360,"Totton, 1932",180,Genus,151532,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135360
Chelophyes appendiculata,Chelophyes appendiculata,"Chelophyes appendiculata (Eschscholtz, 1829)",5031,135417,"(Eschscholtz, 1829)",220,Species,135360,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,Chelophyes appendiculata,Siphonophore,urn:lsid:marinespecies.org:taxname:135417
Chelophyes contorta,Chelophyes contorta,"Chelophyes contorta (Lens & van Riemsdijk, 1908)",5032,196554,"(Lens & van Riemsdijk, 1908)",220,Species,135360,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,Chelophyes contorta,Siphonophore,urn:lsid:marinespecies.org:taxname:196554
Chuniphyes,Chuniphyes,"Chuniphyes Lens & van Riemsdijk, 1908",5033,135356,"Lens & van Riemsdijk, 1908",180,Genus,135337,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Chuniphyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135356
Chuniphyes moserae,Chuniphyes moserae,"Chuniphyes moserae Totton, 1954",5034,135408,"Totton, 1954",220,Species,135356,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Chuniphyes,Chuniphyes moserae,Siphonophore,urn:lsid:marinespecies.org:taxname:135408
Chuniphyes multidentata,Chuniphyes multidentata,"Chuniphyes multidentata Lens & van Riemsdijk, 1908",5035,135409,"Lens & van Riemsdijk, 1908",220,Species,135356,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Chuniphyes,Chuniphyes multidentata,Siphonophore,urn:lsid:marinespecies.org:taxname:135409
Clausophyes,Clausophyes,"Clausophyes Lens & van Riemsdijk, 1908",5036,135357,"Lens & van Riemsdijk, 1908",180,Genus,135337,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Clausophyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135357
Clausophyes galeata,Clausophyes galeata,"Clausophyes galeata Lens & van Riemsdijk, 1908",5037,135410,"Lens & van Riemsdijk, 1908",220,Species,135357,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Clausophyes,Clausophyes galeata,Siphonophore,urn:lsid:marinespecies.org:taxname:135410
Clausophyes laetmata,Clausophyes laetmata,"Clausophyes laetmata Pugh & Pages, 1993",5038,287241,"Pugh & Pages, 1993",220,Species,135357,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Clausophyes,Clausophyes laetmata,Siphonophore,urn:lsid:marinespecies.org:taxname:287241
Clausophyes moserae,Clausophyes moserae,"Clausophyes moserae Margulis, 1988",5039,135412,"Margulis, 1988",220,Species,135357,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Clausophyes,Clausophyes moserae,Siphonophore,urn:lsid:marinespecies.org:taxname:135412
Clausophyes tropica,Clausophyes tropica,"Clausophyes tropica Pugh, 1995",5040,287244,"Pugh, 1995",220,Species,135357,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Clausophyes,Clausophyes tropica,Siphonophore,urn:lsid:marinespecies.org:taxname:287244
Clausophyidae,Clausophyidae,"Clausophyidae Totton, 1965",5041,135337,"Totton, 1965",140,Family,135333,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135337
Cordagalma,Cordagalma,"Cordagalma Totton, 1932",5042,135386,"Totton, 1932",180,Genus,872580,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Cordagalmatidae,Cordagalma,,Siphonophore,urn:lsid:marinespecies.org:taxname:135386
Cordagalma ordinatum,Cordagalma cordiforme,"Cordagalma ordinatum (Haeckel, 1888)",5043,196536,"(Haeckel, 1888)",220,Species,135386,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Cordagalmatidae,Cordagalma,Cordagalma ordinatum,Siphonophore,urn:lsid:marinespecies.org:taxname:196536
Cordagalma ordinatum,Cordagalma cordiformis,"Cordagalma ordinatum (Haeckel, 1888)",5043,196536,"(Haeckel, 1888)",220,Species,135386,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Cordagalmatidae,Cordagalma,Cordagalma ordinatum,Siphonophore,urn:lsid:marinespecies.org:taxname:196536
Cordagalma ordinatum,Cordagalma ordinata,"Cordagalma ordinatum (Haeckel, 1888)",5043,196536,"(Haeckel, 1888)",220,Species,135386,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Cordagalmatidae,Cordagalma,Cordagalma ordinatum,Siphonophore,urn:lsid:marinespecies.org:taxname:196536
Cordagalmatidae,Cordagalmatidae,"Cordagalmatidae Pugh, 2016",5044,872580,"Pugh, 2016",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Cordagalmatidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:872580
Crystallophyes,Crystallophyes,"Crystallophyes Moser, 1925",5045,135358,"Moser, 1925",180,Genus,135337,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Crystallophyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135358
Crystallophyes amygdalina,Crystallophyes amygdalina,"Crystallophyes amygdalina Moser, 1925",5046,135414,"Moser, 1925",220,Species,135358,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Crystallophyes,Crystallophyes amygdalina,Siphonophore,urn:lsid:marinespecies.org:taxname:135414
Cystonectae,Cystonectae,"Cystonectae Haeckel, 1887",5047,135334,"Haeckel, 1887",110,Suborder,1371,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135334
Dimophyes,Dimophyes,"Dimophyes Moser, 1925",5048,135361,"Moser, 1925",180,Genus,151532,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135361
Dimophyes arctica,Desmophyes arctica,"Dimophyes arctica (Chun, 1897)",5049,135418,"(Chun, 1897)",220,Species,135361,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,Dimophyes arctica,Siphonophore,urn:lsid:marinespecies.org:taxname:135418
Dimophyes arctica,Dimophyes arctica,"Dimophyes arctica (Chun, 1897)",5049,135418,"(Chun, 1897)",220,Species,135361,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,Dimophyes arctica,Siphonophore,urn:lsid:marinespecies.org:taxname:135418
Diphyes,Diphyes,"Diphyes Cuvier, 1817",5050,135362,"Cuvier, 1817",180,Genus,151532,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135362
Diphyes antarctica,Diphyes antarctica,"Diphyes antarctica Moser, 1925",5051,287245,"Moser, 1925",220,Species,135362,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes antarctica,Siphonophore,urn:lsid:marinespecies.org:taxname:287245
Diphyes antarctica,Dipyhes antarctica,"Diphyes antarctica Moser, 1925",5051,287245,"Moser, 1925",220,Species,135362,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes antarctica,Siphonophore,urn:lsid:marinespecies.org:taxname:287245
Diphyes bojani,Diphyes bojani,"Diphyes bojani (Eschscholtz, 1825)",5052,135419,"(Eschscholtz, 1825)",220,Species,135362,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes bojani,Siphonophore,urn:lsid:marinespecies.org:taxname:135419
Diphyes chamissonis,Diphyes chamissonis,"Diphyes chamissonis Huxley, 1859",5053,287246,"Huxley, 1859",220,Species,135362,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes chamissonis,Siphonophore,urn:lsid:marinespecies.org:taxname:287246
Diphyes dispar,Diphyes dispar,"Diphyes dispar Chamisso & Eysenhardt, 1821",5054,135420,"Chamisso & Eysenhardt, 1821",220,Species,135362,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes dispar,Siphonophore,urn:lsid:marinespecies.org:taxname:135420
Diphyidae,Diphyidae,"Diphyidae Quoy & Gaimard, 1827",5055,135338,"Quoy & Gaimard, 1827",140,Family,135333,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135338
Diphyinae,Diphyinae,"Diphyinae Quoy & Gaimard, 1827",5056,151532,"Quoy & Gaimard, 1827",150,Subfamily,135338,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:151532
Dromalia,Dromalia,"Dromalia Bigelow, 1911",5057,267398,"Bigelow, 1911",180,Genus,135350,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Dromalia,,Siphonophore,urn:lsid:marinespecies.org:taxname:267398
Dromalia alexandri,Dromalia alexandri,"Dromalia alexandri Bigelow, 1911",5058,289842,"Bigelow, 1911",220,Species,267398,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Dromalia,Dromalia alexandri,Siphonophore,urn:lsid:marinespecies.org:taxname:289842
Enneagonum,Enneagonum,"Enneagonum Quoy & Gaimard, 1827",5059,135355,"Quoy & Gaimard, 1827",180,Genus,709061,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Enneagonum,,Siphonophore,urn:lsid:marinespecies.org:taxname:135355
Enneagonum hyalinum,Enneagonum hyalinum,"Enneagonum hyalinum Quoy & Gaimard, 1827",5060,135407,"Quoy & Gaimard, 1827",220,Species,135355,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Enneagonum,Enneagonum hyalinum,Siphonophore,urn:lsid:marinespecies.org:taxname:135407
Erenna,Erenna,"Erenna Bedot, 1904",5061,135387,"Bedot, 1904",180,Genus,266984,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Erennidae,Erenna,,Siphonophore,urn:lsid:marinespecies.org:taxname:135387
Erenna richardi,Erenna richardi,"Erenna richardi Bedot, 1904",5062,135487,"Bedot, 1904",220,Species,135387,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Erennidae,Erenna,Erenna richardi,Siphonophore,urn:lsid:marinespecies.org:taxname:135487
Erennidae,Erennidae,"Erennidae Pugh, 2001",5063,266984,"Pugh, 2001",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Erennidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:266984
Eudoxoides,Eudoxoides,"Eudoxoides Huxley, 1859",5064,135364,"Huxley, 1859",180,Genus,151532,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,,Siphonophore,urn:lsid:marinespecies.org:taxname:135364
Eudoxoides mitra,Eudoxoides mitra,"Eudoxoides mitra (Huxley, 1859)",5065,135423,"(Huxley, 1859)",220,Species,135364,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,Eudoxoides mitra,Siphonophore,urn:lsid:marinespecies.org:taxname:135423
Eudoxoides spiralis,Eudoxoides spiralis,"Eudoxoides spiralis (Bigelow, 1911)",5066,135424,"(Bigelow, 1911)",220,Species,135364,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,Eudoxoides spiralis,Siphonophore,urn:lsid:marinespecies.org:taxname:135424
Forskalia,Forskalia,"Forskalia Kölliker, 1853",5067,135396,"Kölliker, 1853",180,Genus,135347,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135396
Forskalia,Foskalia,"Forskalia Kölliker, 1853",5067,135396,"Kölliker, 1853",180,Genus,135347,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135396
Forskalia contorta,Forskalia contorta,"Forskalia contorta (Milne Edwards, 1841)",5068,152179,"(Milne Edwards, 1841)",220,Species,135396,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,Forskalia contorta,Siphonophore,urn:lsid:marinespecies.org:taxname:152179
Forskalia contorta,Forskalia leuckarti,"Forskalia contorta (Milne Edwards, 1841)",5068,152179,"(Milne Edwards, 1841)",220,Species,135396,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,Forskalia contorta,Siphonophore,urn:lsid:marinespecies.org:taxname:152179
Forskalia edwardsii,Forskalia edwardsi,"Forskalia edwardsii Kölliker, 1853",5069,135501,"Kölliker, 1853",220,Species,135396,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,Forskalia edwardsii,Siphonophore,urn:lsid:marinespecies.org:taxname:135501
Forskaliidae,Forskaliidae,"Forskaliidae Haeckel, 1888",5070,135347,"Haeckel, 1888",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135347
Frillagalma,Frillagalma,"Frillagalma Daniel, 1966",5071,135388,"Daniel, 1966",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Frillagalma,,Siphonophore,urn:lsid:marinespecies.org:taxname:135388
Frillagalma vityazi,Frillagalma vityazi,"Frillagalma vityazi Daniel, 1966",5072,135488,"Daniel, 1966",220,Species,135388,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Frillagalma,Frillagalma vityazi,Siphonophore,urn:lsid:marinespecies.org:taxname:135488
Frillagalma vityazi,Frillaglma vityazi,"Frillagalma vityazi Daniel, 1966",5072,135488,"Daniel, 1966",220,Species,135388,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Frillagalma,Frillagalma vityazi,Siphonophore,urn:lsid:marinespecies.org:taxname:135488
Gilia,Gilia,"Gilia Pugh & Pages, 1995",5073,196592,"Pugh & Pages, 1995",180,Genus,196628,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Gilia,,Siphonophore,urn:lsid:marinespecies.org:taxname:196592
Gilia reticulata,Filia reticulata,"Gilia reticulata (Totton, 1954)",5074,196593,"(Totton, 1954)",220,Species,196592,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Gilia,Gilia reticulata,Siphonophore,urn:lsid:marinespecies.org:taxname:196593
Gilia reticulata,Gilia reticulata,"Gilia reticulata (Totton, 1954)",5074,196593,"(Totton, 1954)",220,Species,196592,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Gilia,Gilia reticulata,Siphonophore,urn:lsid:marinespecies.org:taxname:196593
Giliinae,Giliinae,"Giliinae Pugh & Pages, 1995",5075,196628,"Pugh & Pages, 1995",150,Subfamily,135338,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:196628
Halistemma,Halistemma,"Halistemma Huxley, 1859",5076,135389,"Huxley, 1859",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,,Siphonophore,urn:lsid:marinespecies.org:taxname:135389
Halistemma cupulifera,Halistemma cupulifera,"Halistemma cupulifera Lens & van Riemsdijk, 1908",5077,287285,"Lens & van Riemsdijk, 1908",220,Species,135389,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,Halistemma cupulifera,Siphonophore,urn:lsid:marinespecies.org:taxname:287285
Halistemma rubrum,Halistemma rubrum,"Halistemma rubrum (Vogt, 1852)",5078,135490,"(Vogt, 1852)",220,Species,135389,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,Halistemma rubrum,Siphonophore,urn:lsid:marinespecies.org:taxname:135490
Halistemma striata,Halistemma striata,"Halistemma striata Totton, 1965",5079,135491,"Totton, 1965",220,Species,135389,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,Halistemma striata,Siphonophore,urn:lsid:marinespecies.org:taxname:135491
Heteropyramis,Heteropyramis,"Heteropyramis Moser, 1925",5080,135359,"Moser, 1925",180,Genus,135337,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Heteropyramis,,Siphonophore,urn:lsid:marinespecies.org:taxname:135359
Heteropyramis crystallina,Heteropyramis crystallina,"Heteropyramis crystallina (Moser, 1925)",5081,135415,"(Moser, 1925)",220,Species,135359,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Heteropyramis,Heteropyramis crystallina,Siphonophore,urn:lsid:marinespecies.org:taxname:135415
Heteropyramis maculata,Heteropyramis maculata,"Heteropyramis maculata Moser, 1925",5082,135416,"Moser, 1925",220,Species,135359,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Heteropyramis,Heteropyramis maculata,Siphonophore,urn:lsid:marinespecies.org:taxname:135416
Hippopodiidae,Hippopodiidae,"Hippopodiidae Kölliker, 1853",5083,135339,"Kölliker, 1853",140,Family,135333,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135339
Hippopodius,Hippopodius,"Hippopodius Quoy & Gaimard, 1827",5084,135368,"Quoy & Gaimard, 1827",180,Genus,135339,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Hippopodius,,Siphonophore,urn:lsid:marinespecies.org:taxname:135368
Hippopodius hippopus,Hippopodius hippopus,"Hippopodius hippopus (Forsskål, 1776)",5085,135449,"(Forsskål, 1776)",220,Species,135368,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Hippopodius,Hippopodius hippopus,Siphonophore,urn:lsid:marinespecies.org:taxname:135449
Kephyes,Kephyes,"Kephyes Pugh, 2006",5086,387272,"Pugh, 2006",180,Genus,135337,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Kephyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:387272
Kephyes ovata,Clausophyes ovata,"Kephyes ovata (Keferstein & Ehlers, 1860)",5087,387273,"(Keferstein & Ehlers, 1860)",220,Species,387272,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Kephyes,Kephyes ovata,Siphonophore,urn:lsid:marinespecies.org:taxname:387273
Kephyes ovata,Kephyes ovata,"Kephyes ovata (Keferstein & Ehlers, 1860)",5087,387273,"(Keferstein & Ehlers, 1860)",220,Species,387272,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Kephyes,Kephyes ovata,Siphonophore,urn:lsid:marinespecies.org:taxname:387273
Lensia,Lensia,"Lensia Totton, 1932",5088,135365,"Totton, 1932",180,Genus,151532,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135365
Lensia achilles,Lensia achilles,"Lensia achilles Totton, 1941",5089,135425,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia achilles,Siphonophore,urn:lsid:marinespecies.org:taxname:135425
Lensia achilles,Lensia baryi,"Lensia achilles Totton, 1941",5089,135425,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia achilles,Siphonophore,urn:lsid:marinespecies.org:taxname:135425
Lensia ajax,Lensia ajax,"Lensia ajax Totton, 1941",5090,287248,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia ajax,Siphonophore,urn:lsid:marinespecies.org:taxname:287248
Lensia campanella,Lensia campanella,"Lensia campanella (Moser, 1917)",5091,196555,"(Moser, 1917)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia campanella,Siphonophore,urn:lsid:marinespecies.org:taxname:196555
Lensia challengeri,Lensia challengeri,"Lensia challengeri Totton, 1954",5092,287252,"Totton, 1954",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia challengeri,Siphonophore,urn:lsid:marinespecies.org:taxname:287252
