scientificName,verbatimScientificName,acceptedNameUsage,taxonID,aphiaID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,majorgroup,acceptedNameUsageID
Jassa,Jassa,"Jassa Leach, 1814",101,101571,"Leach, 1814",180,Genus,491676,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,,Amphipod,urn:lsid:marinespecies.org:taxname:101571
Jassa alonsoae,Jassa alonsoae,"Jassa alonsoae Conlan, 1990",102,237316,"Conlan, 1990",220,Species,101571,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,Jassa alonsoae,Amphipod,urn:lsid:marinespecies.org:taxname:237316
Lanceola,Lanceola,"Lanceola Say, 1818",103,101801,"Say, 1818",180,Genus,101418,Animalia,Arthropoda,Malacostraca,Amphipoda,Lanceolidae,Lanceola,,Amphipod,urn:lsid:marinespecies.org:taxname:101801
Lanceola loveni,Lanceola loveni,"Lanceola loveni Bovallius, 1885",104,103263,"Bovallius, 1885",220,Species,101801,Animalia,Arthropoda,Malacostraca,Amphipoda,Lanceolidae,Lanceola,Lanceola loveni,Amphipod,urn:lsid:marinespecies.org:taxname:103263
Lanceolidae,Lanceolidae,"Lanceolidae Bovallius, 1887",105,101418,"Bovallius, 1887",140,Family,155688,Animalia,Arthropoda,Malacostraca,Amphipoda,Lanceolidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101418
Lanceoloidea,Lanceoloidea,"Lanceoloidea Bovallius, 1887",106,155688,"Bovallius, 1887",130,Superfamily,1055271,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:155688
Lestrigonidae,Lestrigonidae,"Lestrigonidae Zeidler, 2004",107,414835,"Zeidler, 2004",140,Family,155696,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:414835
Lestrigonus,Lestrigonus,"Lestrigonus H. Milne Edwards, 1830",108,180697,"H. Milne Edwards, 1830",180,Genus,414835,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,,Amphipod,urn:lsid:marinespecies.org:taxname:180697
Lycaea,Lycaea,"Lycaea Dana, 1852",109,158322,"Dana, 1852",180,Genus,158321,Animalia,Arthropoda,Malacostraca,Amphipoda,Lycaeidae,Lycaea,,Amphipod,urn:lsid:marinespecies.org:taxname:158322
Lycaea pachypoda,Pseudolycaea pachypoda,"Lycaea pachypoda (Claus, 1879)",110,236573,"(Claus, 1879)",220,Species,586733,Animalia,Arthropoda,Malacostraca,Amphipoda,Lycaeidae,Lycaea,Lycaea pachypoda,Amphipod,urn:lsid:marinespecies.org:taxname:236573
Lycaea pulex,Lycaea pulex,"Lycaea pulex Marion, 1874",111,158323,"Marion, 1874",220,Species,158322,Animalia,Arthropoda,Malacostraca,Amphipoda,Lycaeidae,Lycaea,Lycaea pulex,Amphipod,urn:lsid:marinespecies.org:taxname:158323
Lycaeidae,Lycaeidae,"Lycaeidae Claus, 1879",112,158321,"Claus, 1879",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Lycaeidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:158321
Lycaeopsidae,Lycaeopsidae,"Lycaeopsidae Chevreux, 1913",113,236577,"Chevreux, 1913",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Lycaeopsidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:236577
Lycaeopsis,Lycaeopsis,"Lycaeopsis Claus, 1879",114,236578,"Claus, 1879",180,Genus,236577,Animalia,Arthropoda,Malacostraca,Amphipoda,Lycaeopsidae,Lycaeopsis,,Amphipod,urn:lsid:marinespecies.org:taxname:236578
Lysianassidae,Lysianassidae,"Lysianassidae Dana, 1849",115,101395,"Dana, 1849",140,Family,176788,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101395
Lysianassidira,Lysianassidira,"Lysianassidira Dana, 1849",116,1055696,"Dana, 1849",122,Parvorder,1055690,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:1055696
Lysianassinae,Lysianassinae,"Lysianassinae Dana, 1849",117,177029,"Dana, 1849",150,Subfamily,101395,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:177029
Lysianassoidea,Lysianassoidea,"Lysianassoidea Dana, 1849",118,176788,"Dana, 1849",130,Superfamily,1055696,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:176788
Lysianopsis,Lysianopsis,"Lysianopsis Holmes, 1903",119,158035,"Holmes, 1903",180,Genus,177029,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Lysianopsis,,Amphipod,urn:lsid:marinespecies.org:taxname:158035
Lysianopsis alba,Lysianopsis alba,"Lysianopsis alba Holmes, 1903",120,158036,"Holmes, 1903",220,Species,158035,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Lysianopsis,Lysianopsis alba,Amphipod,urn:lsid:marinespecies.org:taxname:158036
Megalanceola,Megalanceola,"Megalanceola Pirlot, 1935",121,325363,"Pirlot, 1935",180,Genus,458665,Animalia,Arthropoda,Malacostraca,Amphipoda,Megalanceolidae,Megalanceola,,Amphipod,urn:lsid:marinespecies.org:taxname:325363
Megalanceolidae,Megalanceolidae,"Megalanceolidae Zeidler, 2009",122,458665,"Zeidler, 2009",140,Family,155688,Animalia,Arthropoda,Malacostraca,Amphipoda,Megalanceolidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:458665
Megaluropidae,Megaluropidae,"Megaluropidae Thomas & Barnard, 1986",123,101396,"Thomas & Barnard, 1986",140,Family,719505,Animalia,Arthropoda,Malacostraca,Amphipoda,Megaluropidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101396
Melphidippa,Melphidippa,"Melphidippa Boeck, 1871",124,101683,"Boeck, 1871",180,Genus,101398,Animalia,Arthropoda,Malacostraca,Amphipoda,Melphidippidae,Melphidippa,,Amphipod,urn:lsid:marinespecies.org:taxname:101683
Melphidippidae,Melphidippidae,"Melphidippidae Stebbing, 1899",125,101398,"Stebbing, 1899",140,Family,1055692,Animalia,Arthropoda,Malacostraca,Amphipoda,Melphidippidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101398
Mimonectes,Mimonectes,"Mimonectes Bovallius, 1885",126,101802,"Bovallius, 1885",180,Genus,101419,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimonectidae,Mimonectes,,Amphipod,urn:lsid:marinespecies.org:taxname:101802
Mimonectes loveni,Mimonectes loveni,"Mimonectes loveni Bovallius, 1885",127,103269,"Bovallius, 1885",220,Species,101802,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimonectidae,Mimonectes,Mimonectes loveni,Amphipod,urn:lsid:marinespecies.org:taxname:103269
Mimonectidae,Mimonectidae,"Mimonectidae Bovallius, 1885",128,101419,"Bovallius, 1885",140,Family,155687,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimonectidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101419
Mimoscina,Mimoscina,"Mimoscina Pirlot, 1933",129,325394,"Pirlot, 1933",180,Genus,712036,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimoscinidae,Mimoscina,,Amphipod,urn:lsid:marinespecies.org:taxname:325394
Mimoscinidae,Mimoscinidae,"Mimoscinidae Zeidler, 2012",130,712036,"Zeidler, 2012",140,Family,155687,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimoscinidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:712036
Monoculodes,Monoculodes,"Monoculodes Stimpson, 1853",131,101694,"Stimpson, 1853",180,Genus,101400,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,,Amphipod,urn:lsid:marinespecies.org:taxname:101694
Oedicerotidae,Oedicerotidae,"Oedicerotidae Lilljeborg, 1865",132,101400,"Lilljeborg, 1865",140,Family,1055683,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101400
Oedicerotidira,Oedicerotidira,"Oedicerotidira Lilljeborg, 1865",133,1055682,"Lilljeborg, 1865",122,Parvorder,1055679,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:1055682
Oedicerotoidea,Oedicerotoidea,"Oedicerotoidea Lilljeborg, 1865",134,1055683,"Lilljeborg, 1865",130,Superfamily,1055682,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:1055683
Opisa,Opisa,"Opisa Boeck, 1876",135,101632,"Boeck, 1876",180,Genus,176953,Animalia,Arthropoda,Malacostraca,Amphipoda,Opisidae,Opisa,,Amphipod,urn:lsid:marinespecies.org:taxname:101632
Opisa tridentata,Opisa tridentata,"Opisa tridentata Hurley, 1963",136,547481,"Hurley, 1963",220,Species,101632,Animalia,Arthropoda,Malacostraca,Amphipoda,Opisidae,Opisa,Opisa tridentata,Amphipod,urn:lsid:marinespecies.org:taxname:547481
Opisidae,Opisidae,"Opisidae Lowry & Stoddart, 1995",137,176953,"Lowry & Stoddart, 1995",140,Family,176788,Animalia,Arthropoda,Malacostraca,Amphipoda,Opisidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:176953
Orchomene,Orchomene,"Orchomene Boeck, 1871",138,101633,"Boeck, 1871",180,Genus,176955,Animalia,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomene,,Amphipod,urn:lsid:marinespecies.org:taxname:101633
Orchomenella,Orchomenella,"Orchomenella Sars, 1890",139,101634,"Sars, 1890",180,Genus,176955,Animalia,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomenella,,Amphipod,urn:lsid:marinespecies.org:taxname:101634
Orchomenella obtusa,Orchomenella obtusa,"Orchomenella obtusa (G.O. Sars, 1891)",140,102695,"(G.O. Sars, 1891)",220,Species,101634,Animalia,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomenella,Orchomenella obtusa,Amphipod,urn:lsid:marinespecies.org:taxname:102695
Oxycephalidae,Oxycephalidae,"Oxycephalidae Dana, 1852",141,196118,"Dana, 1852",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:196118
Oxycephalus,Oxycephalus,"Oxycephalus H. Milne Edwards, 1830",142,206128,"H. Milne Edwards, 1830",180,Genus,196118,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Oxycephalus,,Amphipod,urn:lsid:marinespecies.org:taxname:206128
Oxycephalus clausi,Oxycephalus clausi,"Oxycephalus clausi Bovallius, 1887",143,220731,"Bovallius, 1887",220,Species,206128,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Oxycephalus,Oxycephalus clausi,Amphipod,urn:lsid:marinespecies.org:taxname:220731
Paracallisoma,Paracallisoma,"Paracallisoma Chevreux, 1903",144,101636,"Chevreux, 1903",180,Genus,852043,Animalia,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Paracallisoma,,Amphipod,urn:lsid:marinespecies.org:taxname:101636
Paracallisominae,Paracallisominae,"Paracallisominae Kilgallen & Lowry, 2015",145,852043,"Kilgallen & Lowry, 2015",150,Subfamily,176791,Animalia,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,,,Amphipod,urn:lsid:marinespecies.org:taxname:852043
Paracentromedon whero,Hippomedon whero,"Paracentromedon whero (Fenwick, 1983)",146,723921,"(Fenwick, 1983)",220,Species,101610,Animalia,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Paracentromedon,Paracentromedon whero,Amphipod,urn:lsid:marinespecies.org:taxname:723921
Paradulichia,Paradulichia,"Paradulichia Boeck, 1871",147,101738,"Boeck, 1871",180,Genus,236746,Animalia,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Paradulichia,,Amphipod,urn:lsid:marinespecies.org:taxname:101738
Paralycaea,Paralycaea,"Paralycaea Claus, 1879",148,101808,"Claus, 1879",180,Genus,952000,Animalia,Arthropoda,Malacostraca,Amphipoda,Amphithyridae,Paralycaea,,Amphipod,urn:lsid:marinespecies.org:taxname:101808
Parandania,Parandania,"Parandania Stebbing, 1899",149,206072,"Stebbing, 1899",180,Genus,176903,Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,Parandania,,Amphipod,urn:lsid:marinespecies.org:taxname:206072
Parandania boecki,Parandania boecki,"Parandania boecki (Stebbing, 1888)",150,214747,"(Stebbing, 1888)",220,Species,206072,Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,Parandania,Parandania boecki,Amphipod,urn:lsid:marinespecies.org:taxname:214747
Parandaniinae,Parandaniinae,"Parandaniinae Berge & Vader, 2001",151,176903,"Berge & Vader, 2001",150,Subfamily,101408,Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:176903
Paraphronima,Paraphronima,"Paraphronima Claus, 1879",152,236595,"Claus, 1879",180,Genus,236594,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,,Amphipod,urn:lsid:marinespecies.org:taxname:236595
Paraphronima crassipes,Paraphronima crassipes,"Paraphronima crassipes Claus, 1879",153,236596,"Claus, 1879",220,Species,236595,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,Paraphronima crassipes,Amphipod,urn:lsid:marinespecies.org:taxname:236596
Paraphronima gracilis,Paraphronima gracilis,"Paraphronima gracilis Claus, 1879",154,236597,"Claus, 1879",220,Species,236595,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,Paraphronima gracilis,Amphipod,urn:lsid:marinespecies.org:taxname:236597
Paraphronimidae,Paraphronimidae,"Paraphronimidae Bovallius, 1887",155,236594,"Bovallius, 1887",140,Family,155694,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:236594
Parapronoe,Parapronoe,"Parapronoe Claus, 1879",156,236629,"Claus, 1879",180,Genus,951997,Animalia,Arthropoda,Malacostraca,Amphipoda,Eupronoidae,Parapronoe,,Amphipod,urn:lsid:marinespecies.org:taxname:236629
Parapronoe,Sympronoe,"Parapronoe Claus, 1879",156,236629,"Claus, 1879",180,Genus,951997,Animalia,Arthropoda,Malacostraca,Amphipoda,Eupronoidae,Parapronoe,,Amphipod,urn:lsid:marinespecies.org:taxname:236629
Parascelidae,Parascelidae,"Parascelidae Bovallius, 1887",157,236598,"Bovallius, 1887",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Parascelidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:236598
Parascelus,Parascelus,"Parascelus Claus, 1879",158,236601,"Claus, 1879",180,Genus,236598,Animalia,Arthropoda,Malacostraca,Amphipoda,Parascelidae,Parascelus,,Amphipod,urn:lsid:marinespecies.org:taxname:236601
Parascelus edwardsi,Parascelus edwardsi,"Parascelus edwardsi Claus, 1879",159,236602,"Claus, 1879",220,Species,236601,Animalia,Arthropoda,Malacostraca,Amphipoda,Parascelidae,Parascelus,Parascelus edwardsi,Amphipod,urn:lsid:marinespecies.org:taxname:236602
Patuki,Patuki,"Patuki Cooper & Fincham, 1974",160,489909,"Cooper & Fincham, 1974",180,Genus,176965,Animalia,Arthropoda,Malacostraca,Amphipoda,Exoedicerotidae,Patuki,,Amphipod,urn:lsid:marinespecies.org:taxname:489909
Patuki roperi,Patuki roperi,"Patuki roperi Fenwick, 1983",161,489911,"Fenwick, 1983",220,Species,489909,Animalia,Arthropoda,Malacostraca,Amphipoda,Exoedicerotidae,Patuki,Patuki roperi,Amphipod,urn:lsid:marinespecies.org:taxname:489911
Phoxocephalidae,Phoxocephalidae,"Phoxocephalidae G.O. Sars, 1891",162,101403,"G.O. Sars, 1891",140,Family,1055695,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101403
Phoxocephalinae,Phoxocephalinae,"Phoxocephalinae G.O. Sars, 1891",163,549026,"G.O. Sars, 1891",150,Subfamily,101403,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:549026
Phronima,Phronima,"Phronima Latreille, 1802",164,101804,"Latreille, 1802",180,Genus,101420,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,,Amphipod,urn:lsid:marinespecies.org:taxname:101804
Phronima atlantica,Phronima atlantica,"Phronima atlantica Guérin-Méneville, 1836",165,103271,"Guérin-Méneville, 1836",220,Species,101804,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,Phronima atlantica,Amphipod,urn:lsid:marinespecies.org:taxname:103271
Phronima sedentaria,Phronima sedentaria,"Phronima sedentaria (Forskål, 1775)",166,103272,"(Forskål, 1775)",220,Species,101804,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,Phronima sedentaria,Amphipod,urn:lsid:marinespecies.org:taxname:103272
Phronima stebbingi,Phronima stebbingi,"Phronima stebbingi Vosseler, 1901",167,236609,"Vosseler, 1901",220,Species,101804,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,Phronima stebbingi,Amphipod,urn:lsid:marinespecies.org:taxname:236609
Phronimella,Phronimella,"Phronimella Claus, 1871",168,236610,"Claus, 1871",180,Genus,101420,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronimella,,Amphipod,urn:lsid:marinespecies.org:taxname:236610
Phronimella elongata,Phronimella elongata,"Phronimella elongata (Claus, 1862)",169,236611,"(Claus, 1862)",220,Species,236610,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronimella,Phronimella elongata,Amphipod,urn:lsid:marinespecies.org:taxname:236611
Phronimidae,Phronimidae,"Phronimidae Rafinesque, 1815",170,101420,"Rafinesque, 1815",140,Family,155696,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101420
Phronimoidea,Phronimoidea,"Phronimoidea Rafinesque, 1815",171,155696,"Rafinesque, 1815",130,Superfamily,1055272,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:155696
Phronimopsis,Phronimopsis,"Phronimopsis Claus, 1879",172,236571,"Claus, 1879",180,Genus,414835,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Phronimopsis,,Amphipod,urn:lsid:marinespecies.org:taxname:236571
Phronimopsis spinifera,Phronimopsis spinifera,"Phronimopsis spinifera Claus, 1879",173,236572,"Claus, 1879",220,Species,236571,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Phronimopsis,Phronimopsis spinifera,Amphipod,urn:lsid:marinespecies.org:taxname:236572
Phrosina,Phrosina,"Phrosina Risso, 1822",174,101805,"Risso, 1822",180,Genus,101421,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Phrosina,,Amphipod,urn:lsid:marinespecies.org:taxname:101805
Phrosina semilunata,Phrosina semilunata,"Phrosina semilunata Risso, 1822",175,103273,"Risso, 1822",220,Species,101805,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Phrosina,Phrosina semilunata,Amphipod,urn:lsid:marinespecies.org:taxname:103273
Phrosinidae,Phrosinidae,"Phrosinidae Dana, 1852",176,101421,"Dana, 1852",140,Family,155696,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101421
Physocephalatidira,Physocephalatidira,"Physocephalatidira Bowman & Gruner, 1973",177,1055272,"Bowman & Gruner, 1973",122,Parvorder,155692,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:1055272
Physosomatidira,Physosomatidira,"Physosomatidira Pirlot, 1929",178,1055271,"Pirlot, 1929",122,Parvorder,155686,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:1055271
Platyscelidae,Platyscelidae,"Platyscelidae Spence Bate, 1862",179,101422,"Spence Bate, 1862",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101422
Platysceloidea,Platysceloidea,"Platysceloidea Spence Bate, 1862",180,155698,"Spence Bate, 1862",130,Superfamily,1055272,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Amphipod,urn:lsid:marinespecies.org:taxname:155698
Platyscelus,Platyscelus,"Platyscelus Spence Bate, 1861",181,101807,"Spence Bate, 1861",180,Genus,101422,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Platyscelus,,Amphipod,urn:lsid:marinespecies.org:taxname:101807
Platyscelus ovoides,Platyscelus ovoides,"Platyscelus ovoides (Risso, 1816)",182,103275,"(Risso, 1816)",220,Species,101807,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Platyscelus,Platyscelus ovoides,Amphipod,urn:lsid:marinespecies.org:taxname:103275
Platyscelus serratulus,Platyscelus serratulus,"Platyscelus serratulus Stebbing, 1888",183,236623,"Stebbing, 1888",220,Species,101807,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Platyscelus,Platyscelus serratulus,Amphipod,urn:lsid:marinespecies.org:taxname:236623
Pleustes,Pleustes,"Pleustes Spence Bate, 1858",184,101730,"Spence Bate, 1858",180,Genus,549299,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleustes,,Amphipod,urn:lsid:marinespecies.org:taxname:101730
Pleustes (Pleustes) panoplus,Pleustes panopla,"Pleustes (Pleustes) panoplus (Krøyer, 1838)",185,549692,"(Krøyer, 1838)",220,Species,101730,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleustes,Pleustes (Pleustes) panoplus,Amphipod,urn:lsid:marinespecies.org:taxname:549692
Pleustidae,Pleustidae,"Pleustidae Buchholz, 1874",186,101404,"Buchholz, 1874",140,Family,1055688,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:101404
Pleustinae,Pleustinae,"Pleustinae Buchholz, 1874",187,549299,"Buchholz, 1874",150,Subfamily,101404,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:549299
Polycheria,Polycheria,"Polycheria Haswell, 1879",188,203865,"Haswell, 1879",180,Genus,489476,Animalia,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Polycheria,,Amphipod,urn:lsid:marinespecies.org:taxname:203865
Polycheriinae,Polycheriinae,"Polycheriinae Bousfield & Kendall, 1994",189,489476,"Bousfield & Kendall, 1994",150,Subfamily,101378,Animalia,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:489476
Pontogeneia,Pontogeneia,"Pontogeneia Boeck, 1871",190,101527,"Boeck, 1871",180,Genus,176946,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pontogeneia,,Amphipod,urn:lsid:marinespecies.org:taxname:101527
Pontogeneia inermis,Pontogeneia inermis,"Pontogeneia inermis (Krøyer, 1838)",191,102223,"(Krøyer, 1838)",220,Species,101527,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pontogeneia,Pontogeneia inermis,Amphipod,urn:lsid:marinespecies.org:taxname:102223
Pontogeneiidae,Pontogeneiidae,"Pontogeneiidae Stebbing, 1906",192,176946,"Stebbing, 1906",140,Family,719505,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,,,Amphipod,urn:lsid:marinespecies.org:taxname:176946
